34.0625, -96.3125	0.30017346064814815	0.3083071053710089
33.9375, -96.3125	0.10560607060185186	0.10560614990354938
34.5625, -96.6875	0.0	1.0188210611853546E-195
34.4375, -96.6875	0.25012135416666664	0.25012135416666664
34.4375, -96.5625	3.384664351851852E-4	3.445055466843398E-4
34.6875, -96.8125	0.0	1.332226428284744E-65
14	1.332226428284744E-65	1.8412896416680465E-11
13	2.573714272115805E-45	2.644339745625426E-16
34.3125, -96.4375	0.0	8.334338278086544E-140
12	1.841316085065503E-11	6.841686947861114E-11
11	0.5002427084017502	0.5002427086572911
10	0.5009256806391607	0.500959075657022
34.1875, -96.4375	0.4232546875	0.42325468749999995
34.3125, -96.5625	0.0	8.48461598567624E-150
34.1875, -96.3125	0.0	8.031579259303911E-64
34.5625, -96.8125	0.0	2.573714272115805E-45
34.1875, -96.5625	2.6909722222222222E-5	2.691018855694525E-5
9	0.500959075657022	0.5009748967870663
8	0.5010287166978454	0.5010469723495763
7	8.334338278086544E-140	1.7866941838657576E-81
6	0.5010469723495763	0.5010672778239277
5	1.3475766528239275	1.347603320040279
4	1.4375361490494356	1.4405649785626184
3	0.21121222050540123	0.21128629934178994
2	1.6518512779044083	1.6563397988934279
1	2.264820364912585	2.2804070912496734
33.9375, -96.4375	0.0	1.1756876378951628E-65
34.0625, -96.4375	0.04411296296296296	0.04581986604619367
