34.0625, -96.3125	0.1613674710648148	0.1660679514384506
33.9375, -96.3125	0.10191854166666665	0.10191880372844511
34.5625, -96.6875	0.0	2.624983001050514E-280
34.4375, -96.6875	0.24204615740740737	0.24204615740740737
34.4375, -96.5625	6.769328703703704E-4	6.886527362978829E-4
34.6875, -96.8125	0.0	7.742349558390614E-72
14	7.742349558390614E-72	1.5497967558258372E-12
13	3.767295631640398E-48	2.5928934771468254E-17
34.3125, -96.4375	0.0	3.971141402089945E-191
12	1.5498226847606085E-12	7.047735760093385E-12
11	0.48409231482186244	0.4840923148564578
10	0.48545790046312604	0.48551602220886514
34.1875, -96.4375	0.4095898611111111	0.4095898611111112
34.3125, -96.5625	0.0	1.2062516507708283E-305
34.1875, -96.3125	0.0019113425925925923	0.0019599309393475224
34.5625, -96.8125	0.0	3.767295631640398E-48
34.1875, -96.5625	0.003202256944444444	0.0033727721853480824
9	0.48551602220886514	0.4855373425920611
8	0.4921123717218536	0.49250116840368113
7	3.971141402089945E-191	4.70644039016802E-90
6	0.49250116840368113	0.4929105423668204
5	1.3120902645890427	1.3125991607691276
4	1.4091407893069023	1.4122675083306195
3	0.20383734539511178	0.20389186952598873
2	1.6161593778566083	1.6207294940803847
1	1.94816491658365	1.9584414069030087
33.9375, -96.4375	0.0	4.104822631639232E-66
34.0625, -96.4375	0.04565	0.04702035500583449
