1	3.8798856640231203	0.30191130280773004	0	0.0	0.0	true
2	5.98149039870231	0.30191130280773004	1	0.0	0.0	false
3	4.670232743731534	0.30191130280773004	2	0.0	0.0	false
4	4.25709677024759	0.30191130280773004	2	0.0	0.0	false
5	5.55039199158863	0.30191130280773004	4	0.0	0.0	false
6	4.63430787647206	0.30191130280773004	5	0.0	0.0	false
7	3.754148628614963	0.30191130280773004	6	0.0	0.0	false
8	4.616345442842323	0.30191130280773004	6	0.0	0.0	false
9	4.2391343366178535	0.30191130280773004	8	0.0	0.0	false
10	11.549844823920676	0.30191130280773004	9	0.0	0.0	false
11	6.03537769959152	0.30191130280773004	10	0.0	0.0	false
12	4.436721106544957	0.30191130280773004	11	0.0	0.0	false
13	7.975320531603081	0.30191130280773004	12	0.0	0.0	false
14	14.405871771048806	0.30191130280773004	12	0.0	0.0	false
33.9375, -96.4375	5.0	0.2773855688731029	3	36.49	0.5	false
33.9375, -96.3125	0.01	0.2773855688731029	3	41.11	0.5	false
34.0625, -96.4375	4.935336377327416	0.2773855688731029	4	132.8	0.5	false
34.0625, -96.3125	5.0	0.2773855688731029	1	152.29	0.5	false
34.1875, -96.5625	4.278645604723317	0.2773855688731029	8	46.5	0.5	false
34.1875, -96.4375	2.484046479373752	0.2773855688731029	5	153.33	0.5	false
34.1875, -96.3125	4.97378954283578	0.2773855688731029	4	28.72	0.5	false
34.3125, -96.5625	1.9884542460490044	0.2773855688731029	9	146.63	0.5	false
34.3125, -96.4375	2.21393292030866	0.2773855688731029	7	50.67	0.5	false
34.4375, -96.6875	4.6705731137035045	0.2773855688731029	11	90.61	0.5	false
34.4375, -96.5625	4.708996568473097	0.2773855688731029	10	53.17	0.5	false
34.5625, -96.8125	2.5768622079591226	0.2773855688731029	13	111.31	0.5	false
34.5625, -96.6875	0.5602592889796296	0.2773855688731029	12	135.09	0.5	false
34.6875, -96.8125	1.7545641687530473	0.2773855688731029	14	57.39	0.5	false
