34.0625, -96.3125	0.7267502113296155	0.7267502113296156
33.9375, -96.3125	0.10601581570006469	0.10601581570006469
34.5625, -96.6875	0.0404049856008335	0.04040785202603381
34.4375, -96.6875	0.007883237940658254	0.007883237940658254
34.4375, -96.5625	0.19207864749263004	0.19207864749263004
34.6875, -96.8125	0.0	0.0
14	0.2965814236111111	0.2965814236111112
13	0.35454296296296295	0.35454296296296295
34.3125, -96.4375	0.007237278191446515	0.007237278191446516
12	1.2332338154992744	1.233643047274425
11	1.7018995866262767	1.7024562490873352
10	1.9772294551058538	1.9782892598895314
34.1875, -96.4375	0.25869006656482024	0.2586900665648202
34.3125, -96.5625	3.466167911992222E-4	3.465374477134076E-4
34.1875, -96.3125	8.652756973205613E-4	8.652756973205611E-4
34.5625, -96.8125	0.2969488645333589	0.2969488645333589
34.1875, -96.5625	0.19403974999076018	0.19403974999076018
9	2.007139990731231	2.0074908107105283
8	2.247794630154973	2.2481803557965927
7	0.010849479166666667	0.01084947915760353
6	2.2590298349541964	2.2594194979460265
5	3.051801963223804	3.0522691227286263
4	3.106240141247145	3.1065970094238953
3	0.39517008853967794	0.395186141674146
2	3.5017831510980413	3.5023008983115167
1	4.289308826552258	4.289641828981067
33.9375, -96.4375	0.1810710124940045	0.18108845057071954
34.0625, -96.4375	0.05090353695552065	0.05090353695552065
