34.0625, -96.3125	0.42038385416666657	0.42038385416666646
33.9375, -96.3125	0.11348072916666666	0.11348072916666666
34.5625, -96.6875	0.3144282291666667	0.3144336118755324
34.4375, -96.6875	0.25012135416666664	0.2501213541666666
34.4375, -96.5625	0.14587903356481483	0.14588499136496114
34.6875, -96.8125	0.1584203125	0.15842031250000002
14	0.316840625	0.31684062499999993
13	0.3791566037439311	0.37919678989163663
34.3125, -96.4375	0.006568333333333333	0.006557502163200729
12	1.3248992559338357	1.3252612130167736
11	1.8255039213501068	1.82599251830362
10	2.117756543233396	2.1187167548484918
34.1875, -96.4375	0.4232546875	0.42325468749999995
34.3125, -96.5625	0.012219166666666666	0.012212926524597146
34.1875, -96.3125	0.06880833333333332	0.06880520312239227
34.5625, -96.8125	0.18957484375	0.18958175999393115
34.1875, -96.5625	0.12835937499999997	0.12835937499999994
9	2.1431488480397554	2.1434114545714538
8	2.400130204571454	2.400417014417685
7	0.013125835496534063	0.013080306748781915
6	2.4134973211664668	2.413731418514349
5	3.260240793514349	3.2605233801822853
4	4.131303583304677	4.131514856271502
3	0.4203623091806395	0.4205311106891584
2	4.5520459669606606	4.552530657281252
1	5.3932983656145845	5.393591865952722
33.9375, -96.4375	0.09665204282407407	0.09674880802323209
34.0625, -96.4375	0.3665833333333333	0.36658333333333337
